"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Test cases for TestClearCache_HA","0","TestClearCache_HA","","Tue Dec 23 00:54:58 UTC 2025","passed","Tue Dec 23 00:54:58 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/daemons/changelog/TestClearCache_HA","TestClearCache_HA"
"Test cases for TestWriteResultRawJson","0","TestWriteResultRawJson","","Tue Dec 23 00:55:07 UTC 2025","passed","Tue Dec 23 00:55:07 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/TestWriteResultRawJson","TestWriteResultRawJson"
"Test cases for TestBoolPointer","0","TestBoolPointer","","Tue Dec 23 00:55:00 UTC 2025","passed","Tue Dec 23 00:55:00 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestBoolPointer","TestBoolPointer"
"","11","will update the selected filters based on the values stored in query params when the initialize function is called","usePathfindingFilters","Tue Dec 23 00:59:18 UTC 2025","passed","Tue Dec 23 00:59:18 UTC 2025","","","",""
"Test cases for TestResources_GetAvailableDomains","0","TestResources_GetAvailableDomains","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAvailableDomains","TestResources_GetAvailableDomains"
"","59","sets autoDisplayTable to true if query returns nodes only, searchType = cypher, and and enabled is true","useExploreTableAutoDisplay","Tue Dec 23 00:58:52 UTC 2025","passed","Tue Dec 23 00:58:52 UTC 2025","","","",""
"","130","renders correctly","NodeIcon","Tue Dec 23 00:59:14 UTC 2025","passed","Tue Dec 23 00:59:14 UTC 2025","","","",""
"","175","renders an interactive version when preview is set to false","Cypher Search component for Zone Management","Tue Dec 23 00:58:11 UTC 2025","passed","Tue Dec 23 00:58:11 UTC 2025","","","",""
"Test cases for TestResources_GetAZEntityInformation","65","TestResources_GetAZEntityInformation","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAZEntityInformation","TestResources_GetAZEntityInformation"
"Test cases for TestResources_UpdateSavedQuery_ErrorFetchingPublicStatus","0","TestResources_UpdateSavedQuery_ErrorFetchingPublicStatus","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_ErrorFetchingPublicStatus","TestResources_UpdateSavedQuery_ErrorFetchingPublicStatus"
"","0","The data is fetching","Getting the text for the disabled item display for a search when there are no results","Tue Dec 23 00:57:57 UTC 2025","passed","Tue Dec 23 00:57:57 UTC 2025","","Loading states","",""
"Test cases for TestResources_ListADOUContainedComputers","0","TestResources_ListADOUContainedComputers","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADOUContainedComputers","TestResources_ListADOUContainedComputers"
"","142","renders the glyph form input when the editing a zone that is not the highest privileged","Tag Form","Tue Dec 23 00:55:53 UTC 2025","passed","Tue Dec 23 00:55:53 UTC 2025","","","",""
"Test cases for TestFormatDatabaseError","0","TestFormatDatabaseError","","Tue Dec 23 00:54:49 UTC 2025","passed","Tue Dec 23 00:54:49 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestFormatDatabaseError","TestFormatDatabaseError"
"","12","disables useAvailableEnvironment and does not attempt calling handleInitialEnvironment if queryOptions.enabled","useInitialEnvironment","Tue Dec 23 00:58:46 UTC 2025","passed","Tue Dec 23 00:58:46 UTC 2025","","","",""
"Test cases for TestCache_GuardedSet","1","TestCache_GuardedSet","","Tue Dec 23 00:55:11 UTC 2025","passed","Tue Dec 23 00:55:11 UTC 2025","","Go Test","github.com/specterops/bloodhound/packages/go/cache/TestCache_GuardedSet","TestCache_GuardedSet"
"","804","does not show a warning for using labels associated with tags in label forms","Rule Form","Tue Dec 23 00:56:13 UTC 2025","passed","Tue Dec 23 00:56:14 UTC 2025","","","",""
"","21","when `selectedItem` is null, the combobox does not display an icon","icon rendering","Tue Dec 23 00:56:58 UTC 2025","passed","Tue Dec 23 00:56:58 UTC 2025","","","",""
"","1505","executes a pathfinding search when both a source and destination node are provided","Pathfinding: interaction","Tue Dec 23 00:57:17 UTC 2025","passed","Tue Dec 23 00:57:19 UTC 2025","","","",""
"","8","should be aligned to right of screen","GenericErrorBoundaryFallback","Tue Dec 23 00:59:58 UTC 2025","passed","Tue Dec 23 00:59:58 UTC 2025","","","",""
"","440","filters by the selected user","FileIngestFilterDialog","Tue Dec 23 00:56:34 UTC 2025","passed","Tue Dec 23 00:56:35 UTC 2025","","User Select","",""
"Test cases for TestGetMFAActivationStatus_Failure","1","TestGetMFAActivationStatus_Failure","","Tue Dec 23 00:55:28 UTC 2025","passed","Tue Dec 23 00:55:28 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestGetMFAActivationStatus_Failure","TestGetMFAActivationStatus_Failure"
"Test cases for TestTimeEqual","0","TestTimeEqual","","Tue Dec 23 00:55:00 UTC 2025","passed","Tue Dec 23 00:55:00 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestTimeEqual","TestTimeEqual"
"","6","can composes search params from the search prop and use them in the redirect","AppNavigate","Tue Dec 23 00:58:39 UTC 2025","passed","Tue Dec 23 00:58:39 UTC 2025","","","",""
"","0","runs a pathfinding search when the query param is set to ""pathfinding""","useExploreGraph","Tue Dec 23 00:57:24 UTC 2025","passed","Tue Dec 23 00:57:24 UTC 2025","","exploreGraphQueryFactory","",""
"","1","returns the same nodes from the graphData","getExploreTableData","Tue Dec 23 00:57:53 UTC 2025","passed","Tue Dec 23 00:57:53 UTC 2025","","","",""
"","0","returns false if value is {}","searchParams","Tue Dec 23 00:58:27 UTC 2025","passed","Tue Dec 23 00:58:27 UTC 2025","","isEmptyParam","",""
"Test cases for TestIntPointer","0","TestIntPointer","","Tue Dec 23 00:55:00 UTC 2025","passed","Tue Dec 23 00:55:00 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestIntPointer","TestIntPointer"
"","8","optionally allows the consumer to pass a query to performSearch() and adds that query to the url","useCypherSearch","Tue Dec 23 00:59:25 UTC 2025","passed","Tue Dec 23 00:59:25 UTC 2025","","","",""
"","268","prevents a user from proceeding if the file is not valid","ImportQueryDialog","Tue Dec 23 00:59:42 UTC 2025","passed","Tue Dec 23 00:59:42 UTC 2025","","","",""
"Test cases for TestResources_DeleteSavedQuery_RecordNotFound_EdgeCase","2","TestResources_DeleteSavedQuery_RecordNotFound_EdgeCase","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteSavedQuery_RecordNotFound_EdgeCase","TestResources_DeleteSavedQuery_RecordNotFound_EdgeCase"
"Test cases for TestManagementResource_ListAuthTokens_Filtered","0","TestManagementResource_ListAuthTokens_Filtered","","Tue Dec 23 00:55:20 UTC 2025","passed","Tue Dec 23 00:55:20 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListAuthTokens_Filtered","TestManagementResource_ListAuthTokens_Filtered"
"","0","should hide/expand search widget when user clicks minus/plus button","ExploreSearch rendering per tab","Tue Dec 23 01:01:08 UTC 2025","unknown","Tue Dec 23 01:01:08 UTC 2025","","","",""
"Test cases for TestResources_ExportSavedQueries","11","TestResources_ExportSavedQueries","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ExportSavedQueries","TestResources_ExportSavedQueries"
"","30","renders a button","CreateMenu","Tue Dec 23 00:56:54 UTC 2025","passed","Tue Dec 23 00:56:54 UTC 2025","","oidc_support feature flag disabled","",""
"Test cases for TestMap","0","TestMap","","Tue Dec 23 00:55:13 UTC 2025","passed","Tue Dec 23 00:55:13 UTC 2025","","Go Test","github.com/specterops/bloodhound/packages/go/slicesext/TestMap","TestMap"
"","1","adds email filter if madeBy contains ""@""","createHistoryParams","Tue Dec 23 00:58:56 UTC 2025","passed","Tue Dec 23 00:58:56 UTC 2025","","","",""
"Test cases for TestMarshalInt64Text","0","TestMarshalInt64Text","","Tue Dec 23 00:55:00 UTC 2025","passed","Tue Dec 23 00:55:00 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestMarshalInt64Text","TestMarshalInt64Text"
"","104","calls onSort when clicked","ColumnHeaders","Tue Dec 23 00:58:56 UTC 2025","passed","Tue Dec 23 00:58:56 UTC 2025","","SortableHeader","",""
"","11","shows date placeholder if no hint is given","ManagedDatePicker - placeholders","Tue Dec 23 00:57:50 UTC 2025","passed","Tue Dec 23 00:57:50 UTC 2025","","","",""
"Test cases for TestPermissionsCheckAtLeastOne","0","TestPermissionsCheckAtLeastOne","","Tue Dec 23 00:54:49 UTC 2025","passed","Tue Dec 23 00:54:49 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/TestPermissionsCheckAtLeastOne","TestPermissionsCheckAtLeastOne"
"Test cases for TestResources_ListADGPOAffectedContainers","0","TestResources_ListADGPOAffectedContainers","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADGPOAffectedContainers","TestResources_ListADGPOAffectedContainers"
"Test cases for TestResources_ListRootCAPKIHierarchy","1","TestResources_ListRootCAPKIHierarchy","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListRootCAPKIHierarchy","TestResources_ListRootCAPKIHierarchy"
"Test cases for TestGetVersion","0","TestGetVersion","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestGetVersion","TestGetVersion"
"Test cases for TestAssetGroupMembers_SortBy","0","TestAssetGroupMembers_SortBy","","Tue Dec 23 00:54:49 UTC 2025","passed","Tue Dec 23 00:54:49 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestAssetGroupMembers_SortBy","TestAssetGroupMembers_SortBy"
"Test cases for TestNewDefaultConfig","0","TestNewDefaultConfig","","Tue Dec 23 00:54:57 UTC 2025","passed","Tue Dec 23 00:54:57 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/config/TestNewDefaultConfig","TestNewDefaultConfig"
"Test cases for TestQueries_BuildEntityQueryParams_InvalidSkip","0","TestQueries_BuildEntityQueryParams_InvalidSkip","","Tue Dec 23 00:55:02 UTC 2025","passed","Tue Dec 23 00:55:02 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/TestQueries_BuildEntityQueryParams_InvalidSkip","TestQueries_BuildEntityQueryParams_InvalidSkip"
"","106","invokes handleFilterChange with eq:true when clicked and custom_member filter is off","AssetGroupEdit","Tue Dec 23 00:56:51 UTC 2025","passed","Tue Dec 23 00:56:51 UTC 2025","","Custom Member checkbox filter","",""
"","3","Default label and sizing are used when graph of origin does not specify","copySigmaNodesToGraphlibGraph","Tue Dec 23 01:00:54 UTC 2025","passed","Tue Dec 23 01:00:54 UTC 2025","","","",""
"","73","displays ! icon when one of the Affected Object calls fail","EntityInfoDataTable","Tue Dec 23 00:57:02 UTC 2025","passed","Tue Dec 23 00:57:02 UTC 2025","","Node count for nested table that counts all sections","",""
"","135","renders a graph if the query has any node edges","GraphView","Tue Dec 23 01:00:45 UTC 2025","passed","Tue Dec 23 01:00:45 UTC 2025","","","",""
"","56","returns when zone limit is reached","useTagLimits","Tue Dec 23 00:56:18 UTC 2025","passed","Tue Dec 23 00:56:18 UTC 2025","","","",""
"","139","disables the create user button and does not populate a table if the user lacks the permission","Users","Tue Dec 23 00:57:13 UTC 2025","passed","Tue Dec 23 00:57:13 UTC 2025","","","",""
"Test cases for Test_SetDependency","0","Test_SetDependency","","Tue Dec 23 00:55:12 UTC 2025","passed","Tue Dec 23 00:55:12 UTC 2025","","Go Test","github.com/specterops/bloodhound/packages/go/lab/Test_SetDependency","Test_SetDependency"
"","12","Input contains an invalid type","Parsing the debounced input for type and keyword values","Tue Dec 23 00:57:57 UTC 2025","passed","Tue Dec 23 00:57:57 UTC 2025","","","",""
"Test cases for TestResources_ListAuditLogs_InvalidPredicate","0","TestResources_ListAuditLogs_InvalidPredicate","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs_InvalidPredicate","TestResources_ListAuditLogs_InvalidPredicate"
"Test cases for TestBuildErrorResponseInternalServerError","0","TestBuildErrorResponseInternalServerError","","Tue Dec 23 00:54:49 UTC 2025","passed","Tue Dec 23 00:54:49 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestBuildErrorResponseInternalServerError","TestBuildErrorResponseInternalServerError"
"Test cases for TestArgon2_Digest","3","TestArgon2_Digest","","Tue Dec 23 00:55:11 UTC 2025","passed","Tue Dec 23 00:55:11 UTC 2025","","Go Test","github.com/specterops/bloodhound/packages/go/crypto/TestArgon2_Digest","TestArgon2_Digest"
"Test cases for TestResources_ListADDomainContainedComputers","0","TestResources_ListADDomainContainedComputers","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainContainedComputers","TestResources_ListADDomainContainedComputers"
"","3","A warning is printed when node positions are not available to apply from","applyNodePositionsFromGraphlibGraph","Tue Dec 23 01:00:54 UTC 2025","passed","Tue Dec 23 01:00:54 UTC 2025","","","",""
"","0","`undefined` input is provided","Parsing the debounced input for type and keyword values","Tue Dec 23 00:57:57 UTC 2025","passed","Tue Dec 23 00:57:57 UTC 2025","","","",""
"Test cases for Test_setRawValue","0","Test_setRawValue","","Tue Dec 23 00:54:57 UTC 2025","passed","Tue Dec 23 00:54:57 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/config/Test_setRawValue","Test_setRawValue"
"","213","renders icons as expected","DropdownSelector","Tue Dec 23 00:58:50 UTC 2025","passed","Tue Dec 23 00:58:50 UTC 2025","","","",""
"Test cases for TestOverwriteQueryParamIfHeaderAndParamExist","1","TestOverwriteQueryParamIfHeaderAndParamExist","","Tue Dec 23 00:55:08 UTC 2025","passed","Tue Dec 23 00:55:08 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/utils/test/TestOverwriteQueryParamIfHeaderAndParamExist","TestOverwriteQueryParamIfHeaderAndParamExist"
"Test cases for TestWriteResponseWrapperWithTimeWindowAndPagination","0","TestWriteResponseWrapperWithTimeWindowAndPagination","","Tue Dec 23 00:54:49 UTC 2025","passed","Tue Dec 23 00:54:49 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestWriteResponseWrapperWithTimeWindowAndPagination","TestWriteResponseWrapperWithTimeWindowAndPagination"
"","1992","should remove the option from the changelog when the corresponding button is clicked","AssetGroupEdit","Tue Dec 23 00:58:23 UTC 2025","passed","Tue Dec 23 00:58:25 UTC 2025","","","",""
"","309","The reset password and two-factor authentication options should not appear in profile page if the user is configured for SAML login","UserProfile with SSO User","Tue Dec 23 00:57:46 UTC 2025","passed","Tue Dec 23 00:57:46 UTC 2025","","","",""
"","132","calls handleInitialEnvironment with the highest impactValue as the initial environment","useInitialEnvironment","Tue Dec 23 00:58:46 UTC 2025","passed","Tue Dec 23 00:58:46 UTC 2025","","","",""
"Test cases for TestTextUnmarshalBool","0","TestTextUnmarshalBool","","Tue Dec 23 00:55:00 UTC 2025","passed","Tue Dec 23 00:55:00 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestTextUnmarshalBool","TestTextUnmarshalBool"
"","316","should render a TagToZoneLabelDialog component","TagToZoneLabelDialog","Tue Dec 23 00:58:01 UTC 2025","passed","Tue Dec 23 00:58:02 UTC 2025","","","",""
"","179","calls clickHandler when a line item is clicked","PrebuiltSearchList","Tue Dec 23 00:58:20 UTC 2025","passed","Tue Dec 23 00:58:20 UTC 2025","","","",""
"","70","should display a message","CypherSearchMessage","Tue Dec 23 01:00:02 UTC 2025","passed","Tue Dec 23 01:00:02 UTC 2025","","","",""
"Test cases for TestResources_GetComputerEntityInfo","1","TestResources_GetComputerEntityInfo","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetComputerEntityInfo","TestResources_GetComputerEntityInfo"
"","99","renders a sortable list for Labels","List","Tue Dec 23 00:56:49 UTC 2025","passed","Tue Dec 23 00:56:49 UTC 2025","","","",""
"","1634","""Columns"" button allows user to edit column settings","ExploreTable","Tue Dec 23 00:55:47 UTC 2025","passed","Tue Dec 23 00:55:49 UTC 2025","","","",""
"","223","handles close event","ImportQueryDialog","Tue Dec 23 00:59:41 UTC 2025","passed","Tue Dec 23 00:59:42 UTC 2025","","","",""
"Test cases for TestResources_ListADDomainForeignUsers","1","TestResources_ListADDomainForeignUsers","","Tue Dec 23 00:54:55 UTC 2025","passed","Tue Dec 23 00:54:55 UTC 2025","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainForeignUsers","TestResources_ListADDomainForeignUsers"
